qid,pid,relevance,query_len,doc_len,query_avg_tf,passage_uniq_ratio,query_doc_len_ratio,term_overlap,keyword_density,exact_match,jaccard_similarity,term_overlap_bigram,first_occurrence_rank,tfidf_cosine,bm25_score,idf_sum,avg_idf_of_overlap_terms,tf_idf_sum_overlap,dwell_time_proxy,ctr,pred_score,rank
9666,966600,0,4,100,1.0,0.65,0.0396039603960396,1,0.0099999999999,0,0.0147058823529411,0,0.61,0.06641647,0.2418252,27.587613993258437,7.170828660540676,-25.852057695881868,4.61512051684126,0.0,-1.5421559,10
9667,966708,0,6,102,1.0,0.7058823529411765,0.058252427184466,4,0.0392156862741253,0,0.054054054054054,1,0.0,0.3953228,1.5075154,33.32592137966958,5.559287064240707,-55.01441731758552,4.634728988229636,0.1111111111111111,0.53470415,1
9667,966707,0,6,87,1.0,0.7471264367816092,0.0681818181818181,3,0.0344827586202933,0,0.0441176470588235,1,0.0,0.3335392,1.1313859,33.32592137966958,6.959918111623257,-54.70563149715968,4.477336814478207,0.1111111111111111,0.35414612,2
9667,966705,0,6,82,1.0,0.6707317073170732,0.072289156626506,5,0.0609756097553539,0,0.0892857142857142,1,0.0853658536585365,0.36923575,1.9551473,33.32592137966958,5.4043243882888,-72.11082883157435,4.418840607796598,0.1111111111111111,0.07019785,3
9667,966704,0,6,68,1.0,0.5441176470588235,0.0869565217391304,3,0.0441176470581747,0,0.075,1,0.0,0.36482286,1.5086396,33.32592137966958,5.811248854198713,-26.382250544343258,4.23410650459726,0.1111111111111111,0.06443531,4
9667,966701,1,6,42,1.0,0.8809523809523809,0.1395348837209302,4,0.0952380952358276,0,0.1025641025641025,1,0.0238095238095238,0.3407183,1.8596377,33.32592137966958,5.554555061769327,-55.18254496992022,3.7612001156935615,0.1111111111111111,0.053194992,5
9667,966706,0,6,48,1.0,0.875,0.1224489795918367,2,0.0416666666657986,0,0.0434782608695652,1,0.0,0.26317486,0.8345751,33.32592137966958,8.03817632025154,-40.6587630203677,3.8918202981106265,0.1111111111111111,-0.002881849,6
9667,966700,0,6,86,1.0,0.6162790697674418,0.0689655172413793,3,0.0348837209298269,0,0.0535714285714285,1,0.0813953488372093,0.31140894,1.5602598,33.32592137966958,6.953608774994751,-52.11628828459541,4.465908118654584,0.1111111111111111,-0.068089135,7
9667,966703,0,6,54,1.0,0.6111111111111112,0.109090909090909,2,0.0370370370363511,0,0.054054054054054,1,0.0,0.35045022,1.1591913,33.32592137966958,8.03817632025154,-25.765404556798583,4.007333185232471,0.1111111111111111,-0.2454865,8
9667,966702,0,6,48,1.0,0.8333333333333334,0.1224489795918367,3,0.0624999999986979,0,0.0697674418604651,1,0.0208333333333333,0.3373656,1.0665448,33.32592137966958,6.959918111623257,-54.30637018086078,3.8918202981106265,0.1111111111111111,-0.49457648,9
9669,966907,0,6,150,1.0,0.52,0.0397350993377483,5,0.0333333333331111,0,0.0632911392405063,1,0.02,0.222443,1.3670568,27.45643474715656,3.6271567496348496,-55.92790569192832,5.017279836814924,0.125,-0.011763373,1
9669,966900,1,6,72,1.0,0.6111111111111112,0.0821917808219178,5,0.0694444444434799,0,0.1111111111111111,0,0.0555555555555555,0.37228915,3.5563767,27.45643474715656,4.681071729171326,-65.51764794577883,4.290459441148391,0.125,-0.13110048,2
9669,966902,0,6,63,1.0,0.6825396825396826,0.09375,4,0.0634920634910556,0,0.0888888888888888,0,0.0158730158730158,0.24693024,1.2598825,27.45643474715656,3.561667239881549,-35.069445981387894,4.158883083359672,0.125,-0.2606625,3
9669,966906,0,6,97,1.0,0.6185567010309279,0.0612244897959183,4,0.0412371134016367,0,0.064516129032258,0,0.0103092783505154,0.22758384,1.2605475,27.45643474715656,3.561667239881549,-36.70319149142101,4.584967478670572,0.125,-0.2615171,4
9669,966903,0,6,94,1.0,0.6702127659574468,0.0631578947368421,4,0.042553191488909,0,0.0615384615384615,0,0.0851063829787234,0.20445429,1.1739439,27.45643474715656,3.561667239881549,-40.43674715922191,4.553876891600541,0.125,-0.52186227,5
9669,966905,0,6,76,1.0,0.6710526315789473,0.0779220779220779,4,0.0526315789466758,0,0.0754716981132075,0,0.0394736842105263,0.18503311,1.6048067,27.45643474715656,3.5211769117185794,-38.78266720431824,4.343805421853684,0.125,-0.56275994,6
9669,966901,0,6,85,1.0,0.6588235294117647,0.0697674418604651,4,0.0470588235288581,0,0.0689655172413793,0,0.0470588235294117,0.18539283,1.5570517,27.45643474715656,3.5211769117185794,-40.35899833447914,4.454347296253507,0.125,-0.6919418,7
9669,966904,0,6,97,1.0,0.7525773195876289,0.0612244897959183,3,0.0309278350512275,0,0.0394736842105263,0,0.0309278350515463,0.18281224,1.0596055,27.45643474715656,4.242437908260421,-36.25696270642834,4.584967478670572,0.125,-0.7656146,8
9675,967503,0,5,48,1.0,0.8541666666666666,0.1020408163265306,4,0.0833333333315972,0,0.0952380952380952,2,0.0,0.40605238,1.492681,32.666968777179186,6.422431216427794,-60.855951788734544,3.8918202981106265,0.125,0.5524478,1
9675,967504,0,5,102,1.0,0.5980392156862745,0.0485436893203883,4,0.0392156862741253,0,0.064516129032258,2,0.0392156862745098,0.49160606,1.7719998,32.666968777179186,6.422431216427794,-53.50012450459596,4.634728988229636,0.125,0.5478849,2
9675,967500,0,5,91,1.0,0.6373626373626373,0.0543478260869565,4,0.0439560439555609,0,0.0677966101694915,2,0.0109890109890109,0.48188448,1.7564158,32.666968777179186,6.422431216427794,-53.88980716213904,4.5217885770490405,0.125,0.5285272,3
9675,967502,0,5,89,1.0,0.5955056179775281,0.0555555555555555,4,0.0449438202242141,0,0.074074074074074,2,0.0337078651685393,0.50145173,1.7127279,32.666968777179186,6.422431216427794,-55.6531260169907,4.499809670330265,0.125,0.49572042,4
9675,967505,1,5,98,1.0,0.7653061224489796,0.0505050505050505,4,0.0408163265301957,0,0.0526315789473684,2,0.010204081632653,0.325609,1.2791532,32.666968777179186,6.422431216427794,-75.81209579527797,4.59511985013459,0.125,0.13489424,5
9675,967501,0,5,86,1.0,0.5581395348837209,0.057471264367816,3,0.0348837209298269,0,0.06,2,0.127906976744186,0.4047011,1.2481288,32.666968777179186,6.657737364129237,-45.32013428108812,4.465908118654584,0.125,-0.04275586,6
9675,967506,0,5,86,1.0,0.6046511627906976,0.057471264367816,3,0.0348837209298269,0,0.0555555555555555,2,0.0697674418604651,0.39807254,1.2850378,32.666968777179186,6.657737364129237,-43.03712055105076,4.465908118654584,0.125,-0.24692771,7
9675,967507,0,5,81,1.0,0.3950617283950617,0.0609756097560975,3,0.0370370370365797,0,0.088235294117647,2,0.345679012345679,0.306702,1.057325,32.666968777179186,6.657737364129237,-53.95367725478104,4.406719247264253,0.125,-0.40584138,8
9681,968106,0,10,54,1.0,0.7222222222222222,0.1818181818181818,5,0.0925925925908779,0,0.1136363636363636,1,0.037037037037037,0.44867226,1.4559445,42.33667701120338,5.376457719416354,-68.61628690528481,4.007333185232471,0.1428571428571428,0.2657506,1
9681,968105,1,10,38,1.0,0.8947368421052632,0.2564102564102564,8,0.2105263157839335,0,0.2222222222222222,4,0.2368421052631578,0.6136297,2.447495,42.33667701120338,4.648826792776648,-92.9032890378668,3.6635616461296463,0.1428571428571428,0.13127209,2
9681,968101,0,10,58,1.0,0.6896551724137931,0.1694915254237288,5,0.0862068965502378,0,0.1111111111111111,1,0.1034482758620689,0.4254055,1.4161968,42.33667701120338,5.376457719416354,-70.53726739786696,4.07753744390572,0.1428571428571428,0.11355344,3
9681,968100,0,10,37,1.0,0.7837837837837838,0.2631578947368421,4,0.1081081081051862,0,0.1142857142857142,2,0.027027027027027,0.4080448,1.326989,42.33667701120338,5.2902668107595385,-45.980069436303424,3.6375861597263857,0.1428571428571428,-0.21096794,4
9681,968104,0,10,53,1.0,0.7547169811320755,0.1851851851851851,3,0.0566037735838376,0,0.0638297872340425,1,0.0943396226415094,0.20283037,1.090855,42.33667701120338,3.7189017769077672,-24.861565952813265,3.9889840465642745,0.1428571428571428,-0.57268375,5
9681,968103,0,10,72,1.0,0.6388888888888888,0.136986301369863,6,0.0833333333321759,0,0.12,2,0.1388888888888889,0.35504487,4.000171,42.33667701120338,3.615786050678168,-49.19993201446445,4.290459441148391,0.1428571428571428,-0.69611037,6
9681,968102,0,10,44,1.0,0.6818181818181818,0.2222222222222222,1,0.0227272727267562,0,0.0256410256410256,0,0.1818181818181818,0.0061544925,0.3596222,42.33667701120338,1.3413406429400083,-2.804800228832981,3.80666248977032,0.1428571428571428,-1.7613921,7
9682,968206,0,4,120,1.0,0.5333333333333333,0.0330578512396694,4,0.0333333333330555,0,0.0625,1,0.0666666666666666,0.4415254,2.0361376,27.773210896246923,6.943302724061731,-85.46572739984063,4.795790545596741,0.1111111111111111,0.8079907,1
9682,968201,1,4,93,1.0,0.7526881720430108,0.0425531914893617,3,0.0322580645157821,0,0.0422535211267605,1,0.0,0.43109676,1.1633105,27.773210896246923,7.831995004727953,-63.53171260659055,4.543294782270004,0.1111111111111111,0.6745684,2
9682,968200,0,4,46,1.0,0.8043478260869565,0.0851063829787234,3,0.06521739130293,0,0.0789473684210526,1,0.0869565217391304,0.5061102,1.1497209,27.773210896246923,7.831995004727953,-59.80172688457324,3.8501476017100575,0.1111111111111111,0.44661647,3
9682,968202,0,4,96,1.0,0.65625,0.0412371134020618,2,0.0208333333331163,0,0.0307692307692307,1,0.0,0.34209675,0.78269315,27.773210896246923,9.424470681371432,-57.032344233971926,4.574710978503383,0.1111111111111111,0.36331388,4
9682,968205,0,4,118,1.0,0.711864406779661,0.0336134453781512,3,0.0254237288133438,0,0.0352941176470588,0,0.0254237288135593,0.2912779,1.6952351,27.773210896246923,6.05495927493761,-53.62184020148776,4.77912349311153,0.1111111111111111,-0.19337377,5
9682,968203,0,4,101,1.0,0.7425742574257426,0.0392156862745098,2,0.0198019801978237,0,0.0259740259740259,1,0.0,0.39336994,0.8721655,27.773210896246923,9.424470681371432,-51.58424723399643,4.624972813284271,0.1111111111111111,-0.2427625,6
9682,968204,0,4,99,1.0,0.6565656565656566,0.04,2,0.0202020202018161,0,0.0298507462686567,1,0.0606060606060606,0.4917376,1.020302,27.773210896246923,9.424470681371432,-44.29237946711912,4.605170185988092,0.1111111111111111,-0.673818,7
9682,968207,0,4,46,1.0,0.8913043478260869,0.0851063829787234,2,0.04347826086862,0,0.0465116279069767,1,0.1956521739130435,0.29370818,0.7683361,27.773210896246923,9.424470681371432,-53.31689581905981,3.8501476017100575,0.1111111111111111,-0.7706155,8
9682,968208,0,4,104,1.0,0.6442307692307693,0.0380952380952381,1,0.0096153846152921,0,0.0142857142857142,0,0.1346153846153846,0.25422546,0.48059556,27.773210896246923,9.240608291308774,-23.524542935864616,4.653960350157523,0.1111111111111111,-1.0642574,9
9683,968304,0,8,114,1.0,0.7456140350877193,0.0695652173913043,4,0.0350877192979378,0,0.0449438202247191,1,0.0,0.26459715,1.7652913,33.06019964561715,4.66555922502438,-55.561085660222126,4.74493212836325,0.1111111111111111,0.078808874,1
9683,968303,0,8,71,1.0,0.6901408450704225,0.1111111111111111,4,0.0563380281682205,0,0.0754716981132075,1,0.0845070422535211,0.32445806,1.8506545,33.06019964561715,4.66555922502438,-49.70917185773507,4.276666119016055,0.1111111111111111,-0.086453095,2
9683,968306,0,8,74,1.0,0.6351351351351351,0.1066666666666666,5,0.0675675675666544,0,0.1,1,0.027027027027027,0.27992693,2.1313965,33.06019964561715,4.191751596635353,-60.11384827361914,4.31748811353631,0.1111111111111111,-0.10498459,3
9683,968305,0,8,79,1.0,0.6582278481012658,0.1,4,0.0506329113917641,0,0.0714285714285714,1,0.0126582278481012,0.3245849,1.9207631,33.06019964561715,4.66555922502438,-48.58303493711466,4.382026634673881,0.1111111111111111,-0.1934408,4
9683,968308,1,8,128,1.0,0.65625,0.0620155038759689,5,0.0390624999996948,0,0.057471264367816,2,0.0625,0.30527446,2.0819697,33.06019964561715,4.191751596635353,-62.744307061671606,4.859812404361672,0.1111111111111111,-0.25389126,5
9683,968301,0,8,55,1.0,0.8181818181818182,0.1428571428571428,3,0.0545454545444628,0,0.06,1,0.109090909090909,0.19644313,1.237283,33.06019964561715,4.929201541270198,-43.54150763072727,4.02535169073515,0.1111111111111111,-0.44108254,6
9683,968302,0,8,69,1.0,0.7971014492753623,0.1142857142857142,5,0.0724637681148918,0,0.0862068965517241,1,0.0,0.12215615,5.247567,33.06019964561715,3.056403024894492,-45.26436076599283,4.248495242049359,0.1111111111111111,-0.8774214,7
9683,968300,0,8,59,1.0,0.847457627118644,0.1333333333333333,2,0.0338983050841712,0,0.0357142857142857,0,0.1694915254237288,0.015761185,0.7224311,33.06019964561715,1.818930863009628,-11.195655677637408,4.0943445622221,0.1111111111111111,-1.056341,8
9683,968307,0,8,172,1.0,0.563953488372093,0.0462427745664739,3,0.0174418604650148,0,0.0294117647058823,0,0.0755813953488372,0.16500753,1.5341021,33.06019964561715,3.577963057825744,-26.769813807443036,5.153291594497779,0.1111111111111111,-1.5477256,9
9685,968500,1,8,59,1.0,0.8983050847457628,0.1333333333333333,4,0.0677966101683424,0,0.0701754385964912,0,0.0169491525423728,0.39291173,1.2859899,34.69155488186182,5.119867667211862,-53.86410715966922,4.0943445622221,0.1666666666666666,-0.22881019,1
9685,968502,0,8,44,1.0,0.8181818181818182,0.1777777777777777,3,0.0681818181802686,0,0.073170731707317,0,0.0454545454545454,0.39213216,0.8773684,34.69155488186182,5.424271158982848,-35.24471968630982,3.80666248977032,0.1666666666666666,-0.3425832,2
9685,968505,0,8,53,1.0,0.7924528301886793,0.1481481481481481,4,0.0754716981117835,0,0.0869565217391304,0,0.0566037735849056,0.25679952,2.0197217,34.69155488186182,4.591329487521809,-53.650707141463535,3.9889840465642745,0.1666666666666666,-0.4308331,3
9685,968504,0,8,68,1.0,0.7205882352941176,0.1159420289855072,3,0.0441176470581747,0,0.0555555555555555,0,0.0441176470588235,0.3597119,0.87591255,34.69155488186182,5.424271158982848,-39.02970400330325,4.23410650459726,0.1666666666666666,-0.45544067,4
9685,968503,0,8,55,1.0,0.8,0.1428571428571428,3,0.0545454545444628,0,0.0612244897959183,0,0.0363636363636363,0.29469582,0.77280897,34.69155488186182,5.424271158982848,-42.25739980118868,4.02535169073515,0.1666666666666666,-0.5687467,5
9685,968501,0,8,52,1.0,0.8269230769230769,0.1509433962264151,4,0.0769230769215976,0,0.0851063829787234,0,0.173076923076923,0.42455146,1.4385442,34.69155488186182,5.119867667211862,-50.37803026043692,3.970291913552122,0.1666666666666666,-0.6374898,6
9689,968901,0,9,119,1.0,0.4117647058823529,0.075,7,0.0588235294112703,0,0.14,4,0.0252100840336134,0.4636629,5.372268,33.45727822997391,4.071251901285108,-69.45124446771185,4.787491742782046,0.1111111111111111,-0.04835808,1
9689,968902,0,9,102,1.0,0.7156862745098039,0.087378640776699,5,0.0490196078426566,0,0.0657894736842105,2,0.088235294117647,0.25222012,2.9602826,33.45727822997391,4.153593109266527,-64.57027336749871,4.634728988229636,0.1111111111111111,-0.21814364,2
9689,968908,0,9,98,1.0,0.673469387755102,0.0909090909090909,4,0.0408163265301957,0,0.0571428571428571,2,0.0816326530612244,0.1870456,2.7961469,33.45727822997391,2.989535042779079,-28.95322939870041,4.59511985013459,0.1111111111111111,-0.2636998,3
9689,968907,0,9,105,1.0,0.638095238095238,0.0849056603773584,5,0.0476190476185941,0,0.0714285714285714,3,0.0095238095238095,0.35837156,3.5293188,33.45727822997391,4.314827272634379,-56.14307710516095,4.663439094112067,0.1111111111111111,-0.26463938,4
9689,968900,0,9,63,1.0,0.6666666666666666,0.140625,5,0.0793650793638196,0,0.1111111111111111,3,0.0317460317460317,0.29678082,3.39321,33.45727822997391,4.153593109266527,-54.05233517377613,4.158883083359672,0.1111111111111111,-0.27272284,5
9689,968906,0,9,33,1.0,0.8484848484848485,0.2647058823529412,7,0.2121212121147842,0,0.2413793103448276,4,0.2121212121212121,0.49606007,4.881579,33.45727822997391,4.071251901285108,-63.558369100928246,3.5263605246161616,0.1111111111111111,-0.28283858,6
9689,968903,1,9,81,1.0,0.6296296296296297,0.1097560975609756,4,0.049382716048773,0,0.0727272727272727,2,0.0,0.30147132,3.0192242,33.45727822997391,3.099098775511868,-22.90028948063098,4.406719247264253,0.1111111111111111,-0.37722486,7
9689,968905,0,9,47,1.0,0.7872340425531915,0.1875,5,0.1063829787211407,0,0.125,2,0.0851063829787234,0.27052146,3.2317877,33.45727822997391,4.153593109266527,-55.25561650237111,3.871201010907891,0.1111111111111111,-0.4501579,8
9689,968904,0,9,89,1.0,0.6404494382022472,0.1,4,0.0449438202242141,0,0.0655737704918032,1,0.0337078651685393,0.28483462,3.1919246,33.45727822997391,4.151558550921305,-43.21148439954236,4.499809670330265,0.1111111111111111,-0.66936845,9
9696,969607,1,9,74,1.0,0.6756756756756757,0.12,6,0.0810810810799853,0,0.1132075471698113,2,0.0,0.250689,2.698302,37.00538747589373,3.500890191254582,-59.38605230203035,4.31748811353631,0.2,-0.24988368,1
9696,969603,0,9,78,1.0,0.6794871794871795,0.1139240506329113,6,0.0769230769220907,0,0.1071428571428571,2,0.0256410256410256,0.24442169,2.6568472,37.00538747589373,3.500890191254582,-60.491851883156606,4.3694478524670215,0.2,-0.3573413,2
9696,969602,0,9,39,1.0,0.8461538461538461,0.225,4,0.1025641025614727,0,0.1052631578947368,2,0.1282051282051282,0.21629798,1.7783515,37.00538747589373,3.4782379014769367,-33.17848195496893,3.688879454113936,0.2,-0.4223213,3
9696,969608,0,9,97,1.0,0.4123711340206185,0.0918367346938775,7,0.0721649484528642,0,0.1666666666666666,1,0.0206185567010309,0.24147005,3.1615267,37.00538747589373,3.3446196622280966,-64.48122198461641,4.584967478670572,0.2,-0.47418883,4
9696,969609,0,9,39,1.0,0.717948717948718,0.225,5,0.1282051282018409,0,0.15625,4,0.0256410256410256,0.2880386,2.3200426,37.00538747589373,3.263989618795386,-35.710143155678914,3.688879454113936,0.2,-0.5542128,5
9696,969600,0,9,121,1.0,0.71900826446281,0.0737704918032786,6,0.0495867768590943,0,0.0666666666666666,2,0.024793388429752,0.2023473,2.6041741,37.00538747589373,2.920047165410772,-48.74801044648548,4.804021044733257,0.2,-0.56356204,6
9696,969604,1,9,80,1.0,0.725,0.1111111111111111,6,0.0749999999990625,0,0.0983606557377049,2,0.05,0.24024452,2.6485662,37.00538747589373,2.920047165410772,-44.96644897612653,4.394449154672439,0.2,-0.6868167,7
9696,969601,0,9,45,1.0,0.8222222222222222,0.1956521739130435,5,0.1111111111086419,0,0.1219512195121951,1,0.1555555555555555,0.2554255,2.2465413,37.00538747589373,3.263989618795386,-38.04554149604322,3.828641396489095,0.2,-0.70003486,8
9696,969605,0,9,89,1.0,0.8089887640449438,0.1,7,0.0786516853923747,0,0.0945945945945946,2,0.0224719101123595,0.22338308,2.7792938,37.00538747589373,3.3446196622280966,-73.30988424087087,4.499809670330265,0.2,-0.72974783,9
9696,969606,0,9,92,1.0,0.4456521739130434,0.0967741935483871,6,0.0652173913036389,0,0.1363636363636363,2,0.0108695652173913,0.21286647,2.5581515,37.00538747589373,2.920047165410772,-48.33250852123911,4.532599493153256,0.2,-0.94179773,10
9699,969908,1,7,107,1.0,0.5233644859813084,0.0648148148148148,5,0.0467289719621801,0,0.087719298245614,3,0.0,0.40253755,3.8742692,25.89812986122026,4.108138586144575,-53.12473766426257,4.68213122712422,0.1,0.5228987,1
9699,969906,0,7,109,1.0,0.5229357798165137,0.0636363636363636,5,0.0458715596326066,0,0.0862068965517241,3,0.0,0.3795983,3.7637231,25.89812986122026,4.108138586144575,-55.53530016993592,4.700480365792417,0.1,0.48266393,2
9699,969903,0,7,101,1.0,0.495049504950495,0.0686274509803921,4,0.0396039603956474,0,0.0769230769230769,3,0.0,0.28906143,2.9215844,25.89812986122026,3.972046729222512,-41.688998864567374,4.624972813284271,0.1,0.16053866,3
9699,969901,0,7,92,1.0,0.5543478260869565,0.075268817204301,4,0.0434782608690926,0,0.0754716981132075,3,0.0,0.33071384,2.9534268,25.89812986122026,3.972046729222512,-39.46874594318674,4.532599493153256,0.1,0.031592615,4
9699,969902,0,7,52,1.0,0.5769230769230769,0.1320754716981132,4,0.0769230769215976,0,0.125,2,0.0384615384615384,0.3949287,2.9016716,25.89812986122026,3.972046729222512,-35.69675651361797,3.970291913552122,0.1,-0.26080385,5
9699,969900,0,7,114,1.0,0.5964912280701754,0.0608695652173913,3,0.0263157894734533,0,0.0422535211267605,2,0.0,0.20095757,2.5425863,25.89812986122026,3.427035994870681,-24.871827632142185,4.74493212836325,0.1,-0.29439256,6
9699,969904,0,7,89,1.0,0.550561797752809,0.0777777777777777,3,0.0337078651681605,0,0.0576923076923076,1,0.0224719101123595,0.19418573,2.4377656,25.89812986122026,3.427035994870681,-26.391013970048103,4.499809670330265,0.1,-0.38142428,7
9699,969907,0,7,39,1.0,0.7692307692307693,0.175,4,0.1025641025614727,0,0.125,1,0.0,0.26381773,3.3520741,25.89812986122026,3.733403499611218,-37.35322434150738,3.688879454113936,0.1,-0.46846187,8
9699,969905,0,7,51,1.0,0.6862745098039216,0.1346153846153846,3,0.0588235294106113,0,0.0789473684210526,1,0.0196078431372549,0.1525475,2.3686209,25.89812986122026,3.427035994870681,-27.120585581383654,3.951243718581428,0.1,-0.62739384,9
9699,969909,0,7,89,1.0,0.5617977528089888,0.0777777777777777,4,0.0449438202242141,0,0.0769230769230769,2,0.0337078651685393,0.23718601,2.7710004,25.89812986122026,3.972046729222512,-45.83940091182816,4.499809670330265,0.1,-0.71439976,10
9702,970208,0,5,48,1.0,0.75,0.1020408163265306,4,0.0833333333315972,0,0.1081081081081081,1,0.0,0.45797756,2.5822625,32.155603794959084,7.0929897312936205,-74.87463851401436,3.8918202981106265,0.1111111111111111,0.47019842,1
9702,970202,0,5,43,1.0,0.8372093023255814,0.1136363636363636,3,0.0697674418588426,0,0.0789473684210526,2,0.3023255813953488,0.5639567,1.1550865,32.155603794959084,8.117512571395748,-53.821084454694784,3.784189633918261,0.1111111111111111,0.017070316,2
9702,970205,1,5,24,1.0,0.8333333333333334,0.2,3,0.1249999999947916,0,0.1363636363636363,1,0.125,0.5489791,1.0846384,32.155603794959084,8.117512571395748,-53.04113804809302,3.218875824868201,0.1111111111111111,-0.15654927,3
9702,970201,0,5,31,1.0,0.9032258064516128,0.15625,3,0.0967741935452653,0,0.1,0,0.032258064516129,0.4312348,0.99150044,32.155603794959084,8.117512571395748,-59.27376519385927,3.4657359027997265,0.1111111111111111,-0.28226304,4
9702,970200,0,5,38,1.0,0.8947368421052632,0.1282051282051282,1,0.0263157894729916,0,0.0263157894736842,0,0.0263157894736842,0.18022528,0.35243288,32.155603794959084,9.502972555776266,-25.06490888962524,3.6635616461296463,0.1111111111111111,-0.35131136,5
9702,970207,0,5,40,1.0,0.85,0.1219512195121951,2,0.04999999999875,0,0.054054054054054,1,0.0,0.40053505,0.83493376,32.155603794959084,9.681310027745631,-45.47679261153411,3.713572066704308,0.1111111111111111,-0.51242775,6
9702,970203,0,5,50,1.0,0.82,0.0980392156862745,1,0.0199999999996,0,0.0222222222222222,0,0.02,0.1627282,0.3103591,32.155603794959084,9.502972555776266,-27.67287470256285,3.9318256327243257,0.1111111111111111,-0.5788673,7
9702,970206,0,5,57,1.0,0.7719298245614035,0.0862068965517241,1,0.017543859648815,0,0.0208333333333333,0,0.3684210526315789,0.1312344,0.29015315,32.155603794959084,9.502972555776266,-28.918032684218616,4.060443010546419,0.1111111111111111,-0.9060097,8
9702,970204,0,5,41,1.0,0.8536585365853658,0.119047619047619,2,0.0487804878036882,0,0.0526315789473684,1,0.024390243902439,0.442968,0.82734525,32.155603794959084,9.681310027745631,-45.9549062872871,3.737669618283368,0.1111111111111111,-0.9143068,9
9715,971501,0,9,67,1.0,0.6567164179104478,0.1323529411764706,5,0.0746268656705279,0,0.1041666666666666,2,0.0746268656716417,0.47574008,2.5590146,47.4129891002851,6.31729662914608,-82.80114747125118,4.219507705176107,0.125,0.59767365,1
