qid,pid,relevance,query_len,doc_len,query_avg_tf,passage_uniq_ratio,query_doc_len_ratio,term_overlap,keyword_density,exact_match,jaccard_similarity,term_overlap_bigram,first_occurrence_rank,tfidf_cosine,bm25_score,idf_sum,avg_idf_of_overlap_terms,tf_idf_sum_overlap,dwell_time_proxy,ctr
9653,965304,0,5,103,1.0,0.6699029126213593,0.04807692307692308,4,0.03883495145593364,0,0.05714285714285714,2,0.30097087378640774,0.26111656,1.144553,25.036131339671897,5.3131216174718245,-72.99031001146491,4.6443908991413725,0.125
9653,965305,0,5,108,1.0,0.6851851851851852,0.045871559633027525,4,0.0370370370366941,0,0.05333333333333334,2,0.06481481481481481,0.38459268,1.6240044,25.036131339671897,5.3131216174718245,-61.95231481372895,4.6913478822291435,0.125
9653,965306,0,5,108,1.0,0.6296296296296297,0.045871559633027525,1,0.009259259259173525,0,0.013888888888888888,0,0.037037037037037035,0.34825847,0.5486338,25.036131339671897,9.608333071434092,-18.163321478787687,4.6913478822291435,0.125
9653,965307,0,5,102,1.0,0.6274509803921569,0.04854368932038835,2,0.019607843137062667,0,0.029850746268656716,0,0.00980392156862745,0.26348585,0.3911941,25.036131339671897,6.741482673860507,-39.529703411714515,4.634728988229636,0.125
9654,965400,0,5,50,1.0,0.74,0.09803921568627451,4,0.0799999999984,0,0.10526315789473684,2,0.04,0.29404688,1.5487232,21.38455492024953,4.37386003290037,-49.45587451028942,3.9318256327243257,0.125
9654,965401,0,5,98,1.0,0.673469387755102,0.050505050505050504,3,0.03061224489764681,0,0.04411764705882353,1,0.14285714285714285,0.3979727,1.1803547,21.38455492024953,5.379348736502808,-42.81520580599165,4.59511985013459,0.125
9654,965402,0,5,48,1.0,0.6666666666666666,0.10204081632653061,3,0.062499999998697923,0,0.08823529411764706,1,0.0,0.18238543,1.3519293,21.38455492024953,2.664155858608405,-17.408024617624378,3.8918202981106265,0.125
9654,965403,0,5,42,1.0,0.8095238095238095,0.11627906976744186,4,0.09523809523582767,0,0.11428571428571428,1,0.0,0.3457758,1.3942474,21.38455492024953,4.37386003290037,-47.896734907197505,3.7612001156935624,0.125
9654,965404,0,5,65,1.0,0.676923076923077,0.07575757575757576,4,0.06153846153751479,0,0.08888888888888889,1,0.0,0.3033908,1.2939179,21.38455492024953,4.37386003290037,-55.537302435246154,4.189654742026425,0.125
9654,965405,0,5,67,1.0,0.7910447761194029,0.07352941176470588,3,0.04477611940231677,0,0.05454545454545454,1,0.0,0.13718385,1.1588138,21.38455492024953,2.664155858608405,-20.073445485187936,4.219507705176107,0.125
9654,965406,1,5,100,1.0,0.7,0.04950495049504951,4,0.0399999999996,0,0.056338028169014086,2,0.0,0.24684083,1.3833987,21.38455492024953,4.37386003290037,-56.983706914097326,4.61512051684126,0.125
9654,965407,0,5,71,1.0,0.6901408450704225,0.06944444444444445,3,0.04225352112616544,0,0.058823529411764705,1,0.0,0.17175952,1.2667637,21.38455492024953,2.664155858608405,-17.846615905446512,4.276666119016055,0.125
9655,965500,0,4,40,1.0,0.675,0.0975609756097561,2,0.04999999999875,0,0.06896551724137931,0,0.0,0.36955214,0.8173854,21.77001417872686,5.532887164043617,-23.744903211182123,3.713572066704308,0.1111111111111111
9655,965501,0,4,83,1.0,0.6385542168674698,0.047619047619047616,2,0.024096385541878356,0,0.03636363636363636,0,0.0,0.24355476,0.6574884,21.77001417872686,5.532887164043617,-31.82248860596134,4.430816798843313,0.1111111111111111
9655,965502,0,4,101,1.0,0.7623762376237624,0.0392156862745098,2,0.019801980197823744,0,0.02531645569620253,0,0.0,0.21609169,0.60813993,21.77001417872686,5.532887164043617,-33.994477784563294,4.624972813284271,0.1111111111111111
9655,965503,0,4,95,1.0,0.6631578947368421,0.041666666666666664,3,0.03157894736808864,0,0.046875,0,0.010526315789473684,0.38119403,0.9462688,21.77001417872686,5.9602997966929365,-50.04970497795981,4.564348191467836,0.1111111111111111
9655,965504,1,4,79,1.0,0.6582278481012658,0.05,3,0.03797468354382311,0,0.05660377358490566,0,0.0,0.41103965,1.0951636,21.77001417872686,5.9602997966929365,-46.568917750330236,4.382026634673881,0.1111111111111111
9655,965505,0,4,80,1.0,0.7375,0.04938271604938271,2,0.024999999999687498,0,0.03278688524590164,0,0.0125,0.25186074,0.78273594,21.77001417872686,5.532887164043617,-29.754533234793534,4.394449154672439,0.1111111111111111
9655,965506,0,4,100,1.0,0.61,0.039603960396039604,3,0.0299999999997,0,0.04838709677419355,0,0.16,0.38318828,1.0609219,21.77001417872686,5.9602997966929365,-48.554182174732816,4.61512051684126,0.1111111111111111
9655,965507,0,4,72,1.0,0.75,0.0547945205479452,3,0.04166666666608796,0,0.05454545454545454,0,0.0,0.41894755,0.9911194,21.77001417872686,5.9602997966929365,-47.85622246362181,4.290459441148391,0.1111111111111111
9655,965508,0,4,95,1.0,0.631578947368421,0.041666666666666664,2,0.02105263157872576,0,0.03225806451612903,0,0.0,0.21993288,0.80519754,21.77001417872686,5.532887164043617,-30.68481221900906,4.564348191467836,0.1111111111111111
9656,965600,0,6,99,1.0,0.5959595959595959,0.06,4,0.04040404040363228,0,0.06557377049180328,1,0.010101010101010102,0.25849682,2.7897468,16.165305158402692,2.626341952532533,-27.114338279671102,4.605170185988092,0.1111111111111111
9656,965601,0,6,103,1.0,0.5339805825242718,0.057692307692307696,3,0.02912621359195023,0,0.05172413793103448,1,0.08737864077669903,0.22216618,1.7851269,16.165305158402692,2.4293402800037787,-14.760363567557597,4.6443908991413725,0.1111111111111111
9656,965602,0,6,48,1.0,0.7916666666666666,0.12244897959183673,5,0.10416666666449653,0,0.1282051282051282,0,0.020833333333333332,0.37932596,3.9853182,16.165305158402692,2.58959163765678,-30.66073102813268,3.8918202981106265,0.1111111111111111
9656,965603,0,6,105,1.0,0.44761904761904764,0.05660377358490566,3,0.028571428571156462,0,0.06,1,0.047619047619047616,0.21016732,1.8433434,16.165305158402692,2.4293402800037787,-14.443796765125807,4.663439094112067,0.1111111111111111
9656,965604,1,6,76,1.0,0.7236842105263158,0.07792207792207792,5,0.06578947368334487,0,0.08928571428571429,2,0.0,0.26912794,4.0545626,16.165305158402692,2.455238073950928,-28.11994971874227,4.343805421853684,0.1111111111111111
9656,965605,0,6,96,1.0,0.65625,0.061855670103092786,4,0.04166666666623264,0,0.06153846153846154,1,0.0,0.25356984,2.2794018,16.165305158402692,2.264710849908962,-19.331814377376997,4.574710978503383,0.1111111111111111
9656,965606,0,6,93,1.0,0.6774193548387096,0.06382978723404255,4,0.04301075268770956,0,0.06153846153846154,1,0.021505376344086023,0.2535198,2.3201969,16.165305158402692,2.264710849908962,-18.62909483093562,4.543294782270004,0.1111111111111111
9656,965607,0,6,92,1.0,0.6086956521739131,0.06451612903225806,4,0.04347826086909263,0,0.06896551724137931,1,0.0,0.28601408,2.212423,16.165305158402692,2.264710849908962,-18.844950854190373,4.532599493153256,0.1111111111111111
9656,965608,0,6,111,1.0,0.5405405405405406,0.05357142857142857,3,0.02702702702678354,0,0.047619047619047616,1,0.02702702702702703,0.2174806,1.8309113,16.165305158402692,2.4293402800037787,-13.612918764027565,4.718498871295094,0.1111111111111111
9657,965700,0,7,84,1.0,0.6309523809523809,0.08235294117647059,2,0.02380952380924036,0,0.034482758620689655,1,0.09523809523809523,0.09156947,0.8215564,34.20005630349961,4.512855909416819,-26.32688194037337,4.442651256490317,0.1111111111111111
9657,965701,0,7,64,1.0,0.71875,0.1076923076923077,4,0.062499999999023434,0,0.08163265306122448,0,0.046875,0.14660063,3.2081704,34.20005630349961,3.7976688583468925,-43.726356825201236,4.174387269895637,0.1111111111111111
9657,965702,0,7,99,1.0,0.6060606060606061,0.07,3,0.030303030302724212,0,0.046875,0,0.0707070707070707,0.07319197,2.050249,34.20005630349961,3.1509218520183366,-28.26790327664041,4.605170185988092,0.1111111111111111
9657,965703,0,7,88,1.0,0.6477272727272727,0.07865168539325842,4,0.045454545454028925,0,0.06666666666666667,0,0.17045454545454544,0.12814641,1.4343238,34.20005630349961,3.9960864968653422,-50.01452648360656,4.48863636973214,0.1111111111111111
9657,965704,0,7,115,1.0,0.6173913043478261,0.0603448275862069,4,0.034782608695349715,0,0.05405405405405406,0,0.08695652173913043,0.09457498,1.8349384,34.20005630349961,3.5640418126054243,-50.46169640532418,4.7535901911063645,0.1111111111111111
9657,965705,1,7,71,1.0,0.6901408450704225,0.09722222222222222,5,0.07042253521027574,0,0.09803921568627451,4,0.1267605633802817,0.38769636,3.1851745,34.20005630349961,5.097463708647526,-68.81996268439113,4.276666119016055,0.1111111111111111
9657,965706,0,7,103,1.0,0.6407766990291263,0.0673076923076923,2,0.01941747572796682,0,0.028169014084507043,0,0.2621359223300971,0.06760495,0.45529065,34.20005630349961,4.919801825077335,-35.76429262000285,4.6443908991413725,0.1111111111111111
9657,965707,0,7,65,1.0,0.6923076923076923,0.10606060606060606,3,0.04615384615313609,0,0.061224489795918366,1,0.2,0.12009105,1.2756674,34.20005630349961,3.455684153924549,-27.05567464470603,4.189654742026425,0.1111111111111111
9657,965708,0,7,33,1.0,0.7878787878787878,0.20588235294117646,5,0.15151515151056016,0,0.17857142857142858,1,0.2727272727272727,0.3772485,3.22975,34.20005630349961,5.097463708647526,-58.99060167616276,3.5263605246161616,0.1111111111111111
9658,965800,0,4,59,1.0,0.7796610169491526,0.06666666666666667,3,0.05084745762625682,0,0.06382978723404255,0,0.3220338983050847,0.20913586,0.64795065,19.94399728484042,4.257722874766582,-39.30990471882067,4.0943445622221,0.16666666666666666
9658,965801,0,4,67,1.0,0.582089552238806,0.058823529411764705,3,0.04477611940231677,0,0.075,0,0.014925373134328358,0.3815428,0.9883757,19.94399728484042,4.257722874766582,-26.72373798165799,4.219507705176107,0.16666666666666666
9658,965802,0,4,49,1.0,0.8163265306122449,0.08,3,0.06122448979466889,0,0.07317073170731707,0,0.14285714285714285,0.216894,0.80176765,19.94399728484042,4.257722874766582,-34.34032615260324,3.912023005428146,0.16666666666666666
9658,965803,0,4,43,1.0,0.8372093023255814,0.09090909090909091,3,0.06976744185884262,0,0.08108108108108109,0,0.09302325581395349,0.30712852,1.0211511,19.94399728484042,4.257722874766582,-28.113322755493286,3.784189633918261,0.16666666666666666
9658,965804,0,4,53,1.0,0.6792452830188679,0.07407407407407407,3,0.05660377358383767,0,0.08108108108108109,0,0.05660377358490566,0.31177494,0.7778483,19.94399728484042,4.257722874766582,-32.58338405912403,3.9889840465642745,0.16666666666666666
9658,965805,1,4,49,1.0,0.7755102040816326,0.08,4,0.08163265305955852,1,0.10526315789473684,3,0.14285714285714285,0.39526492,2.300464,19.94399728484042,4.985999321210105,-50.89189200851286,3.912023005428146,0.16666666666666666
9659,965900,0,3,65,1.0,0.7692307692307693,0.045454545454545456,1,0.015384615384378698,0,0.019230769230769232,0,0.0,0.32472846,0.6161629,22.93889518285212,9.726116107090474,-17.39119924116768,4.189654742026425,0.1111111111111111
9659,965901,0,3,58,1.0,0.7413793103448276,0.05084745762711865,1,0.017241379310047565,0,0.022222222222222223,0,0.1896551724137931,0.12854008,0.3556175,22.93889518285212,8.509720782765982,-26.04351549146447,4.07753744390572,0.1111111111111111
9659,965902,0,3,57,1.0,0.7017543859649122,0.05172413793103448,2,0.03508771929763004,0,0.04878048780487805,0,0.0,0.4725992,0.9903988,22.93889518285212,9.117918444928229,-42.009326653164806,4.060443010546419,0.1111111111111111
9659,965903,0,3,42,1.0,0.7619047619047619,0.06976744186046512,2,0.047619047617913836,0,0.06060606060606061,0,0.11904761904761904,0.5474043,1.0224255,22.93889518285212,9.117918444928229,-39.23846594150284,3.7612001156935624,0.1111111111111111
9659,965904,0,3,31,1.0,0.8387096774193549,0.09375,1,0.03225806451508845,0,0.03571428571428571,0,0.2903225806451613,0.20012541,0.4429839,22.93889518285212,9.726116107090474,-23.673242154308845,3.4657359027997265,0.1111111111111111
9659,965905,0,3,33,1.0,0.8787878787878788,0.08823529411764706,2,0.06060606060422406,0,0.06666666666666667,0,0.0,0.5187394,1.0102477,22.93889518285212,9.117918444928229,-38.784274728320185,3.5263605246161616,0.1111111111111111
9659,965906,0,3,93,1.0,0.6666666666666666,0.031914893617021274,1,0.01075268817192739,0,0.015625,0,0.010752688172043012,0.10053685,0.28321192,22.93889518285212,8.509720782765982,-30.061435324166336,4.543294782270004,0.1111111111111111
9659,965907,1,3,106,1.0,0.660377358490566,0.028037383177570093,2,0.018867924528123886,0,0.028169014084507043,0,0.09433962264150944,0.38595882,0.8892658,22.93889518285212,9.117918444928229,-50.22215813213414,4.672828834461906,0.1111111111111111
9659,965908,0,3,96,1.0,0.6354166666666666,0.030927835051546393,1,0.01041666666655816,0,0.015873015873015872,0,0.0,0.20150636,0.41918072,22.93889518285212,9.726116107090474,-27.925634398987008,4.574710978503383,0.1111111111111111
9660,966000,0,7,52,1.0,0.7692307692307693,0.1320754716981132,6,0.11538461538239646,0,0.14634146341463414,3,0.0,0.605862,0.6940834,35.67406664497461,5.016498407297131,-67.82844145618748,3.970291913552122,0.2
9660,966001,0,7,54,1.0,0.5925925925925926,0.12727272727272726,4,0.07407407407270233,0,0.11428571428571428,1,0.07407407407407407,0.41215137,0.5253705,35.67406664497461,4.131680916677185,-30.07350829028616,4.007333185232471,0.2
9660,966002,0,7,61,1.0,0.6721311475409836,0.11290322580645161,5,0.08196721311341038,0,0.11627906976744186,0,0.03278688524590164,0.4567432,0.5750913,35.67406664497461,4.44505168554736,-48.06557174556379,4.127134385045092,0.2
9660,966003,1,7,59,1.0,0.6610169491525424,0.11666666666666667,6,0.10169491525251365,0,0.15,3,0.01694915254237288,0.4775211,0.63067347,35.67406664497461,5.016498407297131,-78.2204618087138,4.0943445622221,0.2
9660,966004,0,7,58,1.0,0.6551724137931034,0.11864406779661017,6,0.10344827586028538,0,0.15384615384615385,3,0.0,0.48252875,0.6341059,35.67406664497461,5.016498407297131,-77.70593662239912,4.07753744390572,0.2
9661,966100,0,6,67,1.0,0.746268656716418,0.08823529411764706,2,0.02985074626821118,0,0.037037037037037035,1,0.0,0.16548078,1.2083085,29.781943319266475,3.8273009780110447,-13.485510424437072,4.219507705176107,0.1111111111111111
9661,966101,0,6,101,1.0,0.6237623762376238,0.058823529411764705,5,0.04950495049455936,0,0.078125,1,0.0,0.33761093,4.4965177,29.781943319266475,5.152504421655847,-74.4303056194472,4.624972813284271,0.1111111111111111
9661,966102,0,6,51,1.0,0.8235294117647058,0.11538461538461539,3,0.05882352941061131,0,0.06666666666666667,1,0.0,0.12290176,1.503897,29.781943319266475,3.598469616339516,-25.169634488496754,3.9512437185814275,0.1111111111111111
9661,966103,0,6,94,1.0,0.8191489361702128,0.06315789473684211,3,0.031914893616681754,0,0.0375,1,0.30851063829787234,0.110219456,1.9514257,29.781943319266475,3.8913410556697765,-34.88388348488099,4.553876891600541,0.1111111111111111
9661,966104,0,6,60,1.0,0.85,0.09836065573770492,4,0.06666666666555555,0,0.07547169811320754,1,0.03333333333333333,0.15525258,2.566251,29.781943319266475,3.703707515001447,-39.79517138592994,4.110873864173311,0.1111111111111111
9661,966105,1,6,93,1.0,0.7204301075268817,0.06382978723404255,3,0.03225806451578217,0,0.04285714285714286,1,0.0,0.102014326,1.3583287,29.781943319266475,3.598469616339516,-30.913982250919624,4.543294782270004,0.1111111111111111
9661,966106,0,6,56,1.0,0.7142857142857143,0.10526315789473684,3,0.053571428570471945,0,0.06976744186046512,1,0.017857142857142856,0.26291338,2.6463923,29.781943319266475,5.225323323624713,-40.14420051531491,4.04305126783455,0.1111111111111111
9661,966107,0,6,82,1.0,0.7439024390243902,0.07228915662650602,3,0.03658536585321237,0,0.046875,1,0.024390243902439025,0.10853811,1.3772544,29.781943319266475,3.598469616339516,-29.862700776897363,4.418840607796598,0.1111111111111111
9661,966108,0,6,24,1.0,0.875,0.24,2,0.0833333333298611,0,0.08,1,0.3333333333333333,0.1848229,1.137766,29.781943319266475,3.8273009780110447,-11.366369346296377,3.2188758248682006,0.1111111111111111
9662,966200,0,6,106,1.0,0.6509433962264151,0.056074766355140186,5,0.047169811320309715,0,0.07142857142857142,1,0.009433962264150943,0.4504609,2.0140436,27.419245835325622,4.734403098627253,-59.83677708518961,4.672828834461906,0.125
9662,966201,0,6,77,1.0,0.6623376623376623,0.07692307692307693,5,0.06493506493422162,0,0.09615384615384616,2,0.05194805194805195,0.4201174,2.0012922,27.419245835325622,4.734403098627253,-58.16043939881612,4.356708826689592,0.125
9662,966202,0,6,49,1.0,0.6938775510204082,0.12,5,0.10204081632444816,0,0.14285714285714285,3,0.061224489795918366,0.57128507,2.1012733,27.419245835325622,4.734403098627253,-50.613163562260084,3.912023005428146,0.125
9662,966203,0,6,57,1.0,0.6666666666666666,0.10344827586206896,3,0.052631578946445066,0,0.07317073170731707,0,0.24561403508771928,0.13672614,1.0650235,27.419245835325622,3.639485281446653,-31.42612438842439,4.060443010546419,0.125
9662,966204,0,6,112,1.0,0.5625,0.05309734513274336,5,0.044642857142458546,0,0.078125,3,0.017857142857142856,0.43473494,1.9651053,27.419245835325622,4.734403098627253,-62.9882853500583,4.727387818712341,0.125
9662,966205,1,6,143,1.0,0.5594405594405595,0.041666666666666664,5,0.034965034964790455,0,0.06172839506172839,0,0.11888111888111888,0.29476476,2.658663,27.419245835325622,4.285563743676075,-68.3048608913418,4.969813299576001,0.125
9662,966206,0,6,101,1.0,0.594059405940594,0.058823529411764705,5,0.04950495049455936,0,0.08196721311475409,1,0.019801980198019802,0.43963683,2.0568545,27.419245835325622,4.734403098627253,-59.53042546132899,4.624972813284271,0.125
9662,966207,0,6,89,1.0,0.6741573033707865,0.06666666666666667,4,0.044943820224214115,0,0.06451612903225806,1,0.0449438202247191,0.39908722,1.7308147,27.419245835325622,4.227470740321301,-35.812413688073626,4.499809670330265,0.125
9663,966300,1,5,80,1.0,0.6875,0.06172839506172839,4,0.049999999999374996,0,0.07142857142857142,3,0.0,0.5137466,2.1933656,22.78919842003762,4.725020907847392,-36.03016160843786,4.394449154672439,0.1111111111111111
9663,966301,0,5,91,1.0,0.7252747252747253,0.05434782608695652,3,0.03296703296667069,0,0.04411764705882353,0,0.23076923076923078,0.18761033,0.94817346,22.78919842003762,3.5593483070251217,-31.028532561360933,4.5217885770490405,0.1111111111111111
9663,966302,0,5,71,1.0,0.6619718309859155,0.06944444444444445,3,0.04225352112616544,0,0.061224489795918366,2,0.09859154929577464,0.5758705,1.7937559,22.78919842003762,5.84756323643217,-31.082153964212473,4.276666119016055,0.1111111111111111
9663,966303,0,5,46,1.0,0.782608695652174,0.10638297872340426,4,0.08695652173724008,0,0.10810810810810811,1,0.2391304347826087,0.3819191,1.7381124,22.78919842003762,4.725020907847392,-46.82160223674832,3.8501476017100584,0.1111111111111111
9663,966304,0,5,49,1.0,0.9183673469387755,0.1,3,0.06122448979466889,0,0.06382978723404255,1,0.061224489795918366,0.39904252,1.2118431,22.78919842003762,6.300027877129856,-48.19506252069864,3.912023005428146,0.1111111111111111
9663,966305,0,5,48,1.0,0.7708333333333334,0.10204081632653061,3,0.062499999998697923,0,0.07692307692307693,0,0.14583333333333334,0.51200724,1.558762,22.78919842003762,5.84756323643217,-34.4297237513634,3.8918202981106265,0.1111111111111111
9663,966306,0,5,46,1.0,0.8695652173913043,0.10638297872340426,5,0.1086956521715501,0,0.125,1,0.043478260869565216,0.56325865,3.9609032,22.78919842003762,4.557839684007524,-52.30280413278085,3.8501476017100584,0.1111111111111111
9663,966307,0,5,89,1.0,0.6966292134831461,0.05555555555555555,4,0.044943820224214115,0,0.06349206349206349,2,0.02247191011235955,0.31101188,1.3659863,22.78919842003762,4.725020907847392,-58.53406241672127,4.499809670330265,0.1111111111111111
9663,966308,0,5,83,1.0,0.6746987951807228,0.05952380952380952,3,0.03614457831281753,0,0.05172413793103448,0,0.0,0.31081274,1.1531366,22.78919842003762,3.5593483070251217,-21.50552450184843,4.430816798843313,0.1111111111111111
9664,966400,0,6,75,1.0,0.7066666666666667,0.07894736842105263,4,0.05333333333262222,0,0.07272727272727272,2,0.0,0.45416373,2.0363693,30.298737863068254,5.519425633536525,-56.474860563856524,4.330733340286331,0.1111111111111111
9664,966401,0,6,39,1.0,0.8205128205128205,0.15,2,0.05128205128073636,0,0.05555555555555555,0,0.07692307692307693,0.06754716,0.8074114,30.298737863068254,2.927457548091292,-15.594927291687526,3.6888794541139363,0.1111111111111111
9664,966402,0,6,33,1.0,0.8484848484848485,0.17647058823529413,3,0.0909090909063361,0,0.0967741935483871,1,0.0,0.2620252,1.4091089,30.298737863068254,5.087525824051508,-38.103140067164226,3.5263605246161616,0.1111111111111111
9664,966403,0,6,90,1.0,0.6666666666666666,0.06593406593406594,5,0.05555555555493827,0,0.08196721311475409,1,0.0,0.3664212,2.6635232,30.298737863068254,5.281924614884041,-81.27248783026909,4.51085950651685,0.1111111111111111
9664,966404,0,6,75,1.0,0.6933333333333334,0.07894736842105263,3,0.039999999999466664,0,0.05454545454545454,1,0.08,0.34679794,1.5119029,30.298737863068254,5.087525824051508,-36.239727960782986,4.330733340286331,0.1111111111111111
9664,966405,0,6,123,1.0,0.6016260162601627,0.04838709677419355,5,0.04065040650373455,0,0.06666666666666667,1,0.0,0.3622687,2.143843,30.298737863068254,5.281924614884041,-85.37525465101729,4.820281565605037,0.1111111111111111
9664,966406,1,6,92,1.0,0.6739130434782609,0.06451612903225806,4,0.04347826086909263,0,0.0625,1,0.0,0.41474727,1.8877774,30.298737863068254,5.519425633536525,-58.27892961557809,4.532599493153256,0.1111111111111111
9664,966407,0,6,37,1.0,0.6756756756756757,0.15789473684210525,2,0.054054054052593135,0,0.06896551724137931,0,0.16216216216216217,0.1383339,0.82099396,30.298737863068254,6.335020079087079,-33.080434803241005,3.6375861597263857,0.1111111111111111
9664,966408,0,6,39,1.0,0.8205128205128205,0.15,2,0.05128205128073636,0,0.05555555555555555,1,0.1282051282051282,0.23393528,0.8074114,30.298737863068254,7.631288736077262,-40.65281597630451,3.6888794541139363,0.1111111111111111
9665,966500,0,4,84,1.0,0.6904761904761905,0.047058823529411764,2,0.02380952380924036,0,0.03333333333333333,0,0.011904761904761904,0.30399185,0.9564586,21.576926812896986,5.382528149032497,-22.39989704151907,4.442651256490317,0.125
9665,966501,0,4,115,1.0,0.7304347826086957,0.034482758620689655,3,0.026086956521512286,0,0.03529411764705882,0,0.008695652173913044,0.27979767,0.944326,21.576926812896986,5.895937341416311,-58.77788710864062,4.7535901911063645,0.125
9665,966502,0,4,95,1.0,0.6421052631578947,0.041666666666666664,1,0.01052631578936288,0,0.015625,0,0.06315789473684211,0.0069925403,0.48598343,21.576926812896986,1.3573939220930553,-2.942263352523808,4.564348191467836,0.125
9665,966503,0,4,138,1.0,0.6811594202898551,0.02877697841726619,3,0.02173913043462508,0,0.031578947368421054,0,0.13768115942028986,0.24325943,0.9861829,21.576926812896986,5.895937341416311,-61.061882763146876,4.9344739331306915,0.125
9665,966504,0,4,40,1.0,0.75,0.0975609756097561,2,0.04999999999875,0,0.0625,0,0.65,0.346828,0.83055985,21.576926812896986,5.382528149032497,-22.425044050951094,3.713572066704308,0.125
9665,966505,0,4,100,1.0,0.66,0.039603960396039604,2,0.0199999999998,0,0.029411764705882353,1,0.06,0.3785868,0.881946,21.576926812896986,8.165209051077941,-41.21129629097039,4.61512051684126,0.125
9665,966506,1,4,49,1.0,0.7346938775510204,0.08,3,0.06122448979466889,0,0.08108108108108109,0,0.3673469387755102,0.44081593,1.3009818,21.576926812896986,5.895937341416311,-39.87372657735785,3.912023005428146,0.125
9665,966507,0,4,80,1.0,0.6625,0.04938271604938271,3,0.03749999999953125,0,0.05555555555555555,0,0.1625,0.234389,1.029178,21.576926812896986,5.895937341416311,-58.32940173196111,4.394449154672439,0.125
9666,966600,0,4,100,1.0,0.65,0.039603960396039604,1,0.0099999999999,0,0.014705882352941176,0,0.61,0.06641647,0.2418252,27.587613993258433,7.170828660540676,-25.852057695881868,4.61512051684126,0.0
9666,966601,0,4,92,1.0,0.6086956521739131,0.043010752688172046,1,0.010869565217273157,0,0.01694915254237288,0,0.22826086956521738,0.14667216,0.41606268,27.587613993258433,7.170828660540676,-17.3761819783425,4.532599493153256,0.0
9666,966602,0,4,79,1.0,0.6455696202531646,0.05,3,0.03797468354382311,0,0.057692307692307696,1,0.46835443037974683,0.3191378,0.77156943,27.587613993258433,6.962667272796234,-62.25630715343847,4.382026634673881,0.0
9666,966603,0,4,90,1.0,0.6,0.04395604395604396,1,0.011111111110987655,0,0.017543859649122806,0,0.5333333333333333,0.07499756,0.2535719,27.587613993258433,7.170828660540676,-25.096535490521354,4.51085950651685,0.0
9666,966604,0,4,81,1.0,0.6666666666666666,0.04878048780487805,2,0.024691358024386524,0,0.03571428571428571,0,0.012345679012345678,0.22481024,0.42858782,27.587613993258433,5.860750749616825,-26.910655267010334,4.406719247264253,0.0
9666,966605,0,4,92,1.0,0.5978260869565217,0.043010752688172046,1,0.010869565217273157,0,0.017241379310344827,0,0.5434782608695652,0.073645845,0.25113213,27.587613993258433,7.170828660540676,-25.254142464745968,4.532599493153256,0.0
